,ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,TargetAmt
2504,6220509,11.0,61.0,41.0,E,U,South East,London,Tin,0.01,8.0,0,0
2505,6220738,9.0,67.0,19.0,C,F,South East,S & S East,Gold,6000.0,2.0,0,0
2506,6221475,5.0,43.0,53.0,F,F,North,N West,Tin,0.01,5.0,1,1
2507,6223141,10.0,38.0,48.0,F,,South East,London,Tin,0.01,4.0,1,1
2508,6225136,13.0,74.0,51.0,F,M,Scottish,C Scotland,Gold,7500.0,5.0,1,1
2509,6227694,13.0,44.0,21.0,C,M,South East,London,Tin,0.01,5.0,1,1
2510,6228372,7.0,46.0,32.0,D,M,Midlands,Midlands,Tin,0.01,5.0,0,0
2511,6228690,9.0,66.0,6.0,B,,,,Gold,6000.0,2.0,0,0
2512,6229115,8.0,60.0,48.0,F,U,South East,London,Tin,0.01,8.0,0,0
2513,6229492,7.0,55.0,53.0,F,,North,N West,Silver,3000.0,5.0,0,0
2514,6229603,12.0,53.0,32.0,D,F,Scottish,C Scotland,Silver,3000.0,5.0,1,2
2515,6230504,10.0,49.0,1.0,A,F,South East,London,Tin,0.01,7.0,1,1
2516,6230636,8.0,46.0,22.0,C,M,North,N West,Silver,50.0,10.0,1,1
2517,6230954,17.0,67.0,49.0,F,,South West,S West,Tin,0.01,5.0,0,0
2518,6231071,10.0,37.0,47.0,F,F,Midlands,East,Tin,0.01,8.0,0,0
2519,6234100,11.0,42.0,10.0,B,F,South East,London,Silver,1800.0,1.0,1,1
2520,6234860,14.0,27.0,24.0,C,M,Midlands,Wales & West,Silver,1000.0,4.0,0,0
2521,6235069,11.0,50.0,27.0,D,,Scottish,Border,Gold,18000.0,4.0,0,0
2522,6235298,4.0,61.0,32.0,D,,North,N West,Silver,1500.0,8.0,0,0
2523,6235735,9.0,56.0,3.0,A,F,South East,London,Silver,3000.0,8.0,0,0
2524,6239056,14.0,54.0,53.0,F,F,North,Yorkshire,Tin,0.01,4.0,0,0
2525,6239439,5.0,43.0,16.0,C,M,Midlands,East,Gold,6000.0,1.0,0,0
2526,6240569,11.0,52.0,17.0,C,F,Midlands,Midlands,Tin,0.01,5.0,0,0
2527,6240968,16.0,42.0,25.0,C,F,South East,London,Gold,8800.0,8.0,1,1
2528,6245129,10.0,54.0,25.0,C,M,North,N West,Tin,0.01,9.0,0,0
2529,6245471,7.0,60.0,14.0,B,F,Midlands,East,Silver,5000.0,5.0,0,0
2530,6246109,9.0,50.0,19.0,C,F,Midlands,Wales & West,Silver,50.0,10.0,0,0
2531,6246508,4.0,40.0,23.0,C,F,Scottish,N Scot,Gold,17000.0,3.0,0,0
2532,6258417,10.0,49.0,41.0,E,,South East,London,Tin,0.01,8.0,0,0
2533,6258581,6.0,54.0,8.0,B,F,Midlands,Midlands,Tin,0.01,4.0,0,0
2534,6259529,10.0,73.0,10.0,B,,South East,London,Gold,6000.0,1.0,0,0
2535,6260586,12.0,47.0,33.0,D,F,Midlands,Midlands,Tin,0.01,4.0,0,0
2536,6261140,11.0,36.0,41.0,E,,Midlands,Wales & West,Silver,260.0,1.0,1,1
2537,6264476,8.0,57.0,24.0,C,U,South East,S & S East,Gold,6000.0,2.0,0,0
2538,6265073,8.0,47.0,19.0,C,M,Midlands,Wales & West,Silver,3000.0,6.0,0,0
2539,6265545,10.0,42.0,4.0,A,M,South East,London,Gold,6000.0,1.0,0,0
2540,6266266,8.0,49.0,32.0,D,M,Midlands,Midlands,Silver,1000.01,5.0,0,0
2541,6266363,12.0,75.0,14.0,B,U,South East,London,Platinum,20371.85,3.0,0,0
2542,6266975,18.0,52.0,4.0,A,F,South East,S & S East,Silver,0.02,8.0,1,2
2543,6267106,7.0,68.0,4.0,A,F,Midlands,Wales & West,Silver,3000.0,3.0,0,0
2544,6269893,10.0,64.0,14.0,B,F,Midlands,Midlands,Silver,5000.0,5.0,0,0
2545,6271308,6.0,64.0,12.0,B,F,South East,London,Gold,6107.64,5.0,0,0
2546,6271812,6.0,37.0,48.0,F,F,South East,S & S East,Tin,0.01,4.0,1,1
2547,6273947,10.0,57.0,41.0,E,,Midlands,Midlands,Silver,2000.0,8.0,0,0
2548,6276563,10.0,60.0,18.0,C,,Midlands,Midlands,Gold,6000.0,1.0,0,0
2549,6283985,15.0,58.0,2.0,A,F,Midlands,Midlands,Gold,6060.11,29.0,0,0
2550,6284418,8.0,39.0,53.0,F,F,Midlands,Wales & West,Tin,0.01,8.0,1,1
2551,6290124,8.0,37.0,19.0,C,,Midlands,Midlands,Gold,6000.0,5.0,0,0
2552,6291058,9.0,46.0,23.0,C,F,North,N West,Silver,4200.0,3.0,0,0
2553,6291538,11.0,23.0,51.0,F,F,Midlands,Midlands,Silver,700.0,2.0,1,1
2554,6291988,10.0,60.0,37.0,E,M,Midlands,Midlands,Silver,300.0,11.0,0,0
2555,6292313,5.0,47.0,15.0,B,,Scottish,N Scot,Silver,2000.0,4.0,0,0
2556,6292437,8.0,44.0,16.0,C,F,Midlands,East,Tin,0.01,5.0,1,1
2557,6293042,10.0,60.0,33.0,D,F,South East,S & S East,Gold,7080.39,13.0,0,0
2558,6293867,7.0,45.0,51.0,F,M,Midlands,Midlands,Tin,0.01,5.0,0,0
2559,6294146,8.0,70.0,35.0,D,U,North,Yorkshire,Gold,6000.0,8.0,0,0
2560,6294499,7.0,62.0,8.0,B,F,Midlands,Wales & West,Tin,0.01,4.0,0,0
2561,6302572,7.0,56.0,18.0,C,U,North,N West,Silver,1000.0,7.0,0,0
2562,6306128,5.0,50.0,50.0,F,M,South East,S & S East,Tin,0.01,7.0,0,0
2563,6306810,8.0,35.0,28.0,D,F,South East,London,Tin,0.01,7.0,1,1
2564,6307299,7.0,54.0,16.0,C,M,Scottish,Border,Silver,1000.0,4.0,0,0
2565,6308937,9.0,37.0,24.0,C,F,Midlands,Midlands,Gold,6000.0,3.0,1,1
2566,6313558,10.0,42.0,6.0,B,F,South East,S & S East,Silver,0.02,5.0,1,1
2567,6313779,7.0,71.0,10.0,B,F,North,N West,Platinum,42183.67,22.0,0,0
2568,6326269,12.0,49.0,10.0,B,F,Scottish,C Scotland,Silver,100.0,4.0,0,0
2569,6327540,9.0,33.0,16.0,C,F,Midlands,Wales & West,Tin,0.01,9.0,0,0
2570,6361641,8.0,43.0,18.0,C,M,Scottish,N Scot,Silver,0.02,5.0,0,0
2571,6367461,7.0,49.0,10.0,B,F,South East,London,Silver,1000.0,5.0,0,0
2572,6368905,13.0,60.0,33.0,D,M,Midlands,Midlands,Gold,6000.0,11.0,1,1
2573,6369812,9.0,57.0,14.0,B,M,North,N West,Gold,15000.0,3.0,0,0
2574,6370845,8.0,47.0,5.0,B,,Midlands,Wales & West,Gold,6000.0,1.0,0,0
2575,6373151,14.0,53.0,24.0,C,F,South East,London,Tin,0.01,4.0,0,0
2576,6383203,5.0,62.0,51.0,F,F,Midlands,East,Gold,6000.0,4.0,0,0
2577,6383599,8.0,51.0,51.0,F,F,South East,London,Tin,0.01,4.0,0,0
2578,6383742,12.0,67.0,45.0,E,M,Midlands,Midlands,Silver,1000.0,1.0,0,0
2579,6386121,4.0,77.0,46.0,F,M,South West,S West,Silver,5000.0,2.0,0,0
2580,6387071,6.0,54.0,51.0,F,F,Midlands,Midlands,Silver,200.0,1.0,0,0
2581,6390390,12.0,50.0,28.0,D,M,Midlands,Midlands,Silver,600.0,4.0,1,2
2582,6392822,6.0,62.0,30.0,D,F,Midlands,East,Silver,5000.0,4.0,0,0
2583,6396070,10.0,49.0,19.0,C,M,Midlands,Wales & West,Silver,1009.0,6.0,0,0
2584,6396348,13.0,77.0,51.0,F,M,Midlands,Wales & West,Silver,1716.67,7.0,1,1
2585,6397905,6.0,50.0,53.0,F,F,North,N West,Gold,6000.0,1.0,0,0
2586,6426166,7.0,33.0,52.0,F,F,Midlands,Wales & West,Gold,11195.0,4.0,0,0
2587,6429653,11.0,66.0,4.0,A,F,South East,London,Gold,6053.35,6.0,1,1
2588,6430031,6.0,72.0,5.0,B,M,North,N East,Silver,300.0,10.0,0,0
2589,6432042,7.0,74.0,52.0,F,F,North,N West,Silver,1000.0,9.0,0,0
2590,6433413,16.0,56.0,47.0,F,F,North,N West,Gold,6000.0,2.0,1,1
2591,6437966,10.0,78.0,16.0,C,M,Midlands,East,Gold,6105.32,9.0,0,0
2592,6438644,7.0,60.0,48.0,F,F,Midlands,East,Silver,3000.0,3.0,0,0
2593,6443214,8.0,66.0,19.0,C,F,Midlands,East,Platinum,51000.0,9.0,0,0
2594,6448119,9.0,50.0,45.0,E,F,,,Silver,2000.0,5.0,0,0
2595,6450598,8.0,54.0,50.0,F,,Midlands,East,Tin,0.01,4.0,0,0
2596,6452647,6.0,31.0,51.0,F,F,South East,London,Tin,0.01,7.0,1,1
2597,6454038,6.0,44.0,21.0,C,F,South East,London,Silver,5000.0,1.0,0,0
2598,6454836,10.0,54.0,5.0,B,U,Midlands,East,Gold,6000.0,2.0,0,0
2599,6457150,8.0,60.0,31.0,D,U,South East,London,Tin,0.01,8.0,0,0
2600,6457320,9.0,51.0,31.0,D,F,South East,S & S East,Tin,0.01,5.0,0,0
2601,6458548,7.0,52.0,18.0,C,,Midlands,Midlands,Gold,10000.0,3.0,0,0
2602,6460186,10.0,60.0,6.0,B,M,South East,S & S East,Gold,6025.0,3.0,0,0
2603,6461867,14.0,28.0,19.0,C,F,Midlands,Wales & West,Tin,0.01,7.0,1,1
2604,6466281,10.0,50.0,19.0,C,M,North,N West,Platinum,21000.0,4.0,0,0
2605,6469116,9.0,59.0,51.0,F,,South East,London,Gold,5200.0,16.0,0,0
2606,6472419,5.0,49.0,16.0,C,,Midlands,East,Tin,0.01,4.0,0,0
2607,6477747,8.0,40.0,50.0,F,,Midlands,Midlands,Tin,0.01,5.0,0,0
2608,6480322,12.0,51.0,19.0,C,M,North,Yorkshire,Silver,1000.01,5.0,0,0
2609,6481787,8.0,54.0,41.0,E,U,Midlands,East,Tin,0.01,5.0,0,0
2610,6486401,12.0,54.0,10.0,B,M,Scottish,C Scotland,Silver,500.0,8.0,1,1
2611,6489168,8.0,35.0,16.0,C,U,South East,London,Gold,6000.0,2.0,0,0
2612,6492533,6.0,48.0,45.0,E,F,South East,S & S East,Tin,0.01,6.0,1,1
2613,6493602,10.0,72.0,19.0,C,M,South East,S & S East,Silver,3000.0,7.0,0,0
2614,6497845,8.0,61.0,32.0,D,M,North,N West,Gold,20000.0,6.0,0,0
2615,6499589,16.0,55.0,30.0,D,F,South West,S West,Tin,0.01,6.0,1,2
2616,6500331,8.0,46.0,51.0,F,F,South East,London,Tin,0.01,5.0,0,0
2617,6502415,6.0,54.0,30.0,D,F,South East,S & S East,Silver,2000.0,2.0,0,0
2618,6502539,12.0,64.0,3.0,A,,South East,London,Platinum,70000.0,4.0,0,0
2619,6503764,7.0,66.0,52.0,F,M,North,Yorkshire,Silver,4600.0,6.0,0,0
2620,6505368,2.0,41.0,34.0,D,F,Midlands,Midlands,Tin,0.01,8.0,0,0
2621,6507360,4.0,51.0,55.0,U,M,South East,London,Silver,600.0,5.0,0,0
2622,6507573,9.0,79.0,35.0,D,F,North,Yorkshire,Silver,200.0,8.0,0,0
2623,6508375,12.0,40.0,27.0,,F,South East,London,Tin,0.01,9.0,0,0
2624,6509541,12.0,78.0,2.0,A,M,North,N West,Silver,1500.0,20.0,0,0
2625,6510396,10.0,53.0,52.0,F,F,South East,London,Gold,6053.35,7.0,0,0
2626,6511627,4.0,32.0,27.0,D,F,Midlands,Wales & West,Tin,0.01,4.0,1,1
2627,6511945,8.0,66.0,4.0,A,M,Midlands,Midlands,Gold,12105.32,7.0,0,0
2628,6513697,13.0,61.0,52.0,F,F,Scottish,C Scotland,Tin,0.01,5.0,1,1
2629,6514545,4.0,33.0,27.0,,F,South East,London,Silver,420.0,6.0,1,1
2630,6514731,10.0,46.0,43.0,E,M,Midlands,Midlands,Silver,2000.0,7.0,1,2
2631,6516092,7.0,56.0,51.0,F,M,North,N East,Tin,0.01,8.0,0,0
2632,6516521,16.0,76.0,38.0,E,F,Midlands,Midlands,Gold,6000.0,2.0,1,1
2633,6517803,10.0,60.0,14.0,B,M,South East,London,Silver,3052.56,16.0,0,0
2634,6517978,16.0,33.0,53.0,F,F,South East,London,Silver,1000.0,4.0,1,3
2635,6518125,16.0,37.0,8.0,B,F,South East,London,Tin,0.01,8.0,1,1
2636,6518370,3.0,54.0,51.0,F,F,South East,London,Tin,0.01,5.0,0,0
2637,6518648,8.0,54.0,37.0,E,M,North,Yorkshire,Silver,3000.0,1.0,0,0
2638,6518737,7.0,46.0,17.0,C,U,Midlands,East,Platinum,20548.4,3.0,0,0
2639,6519695,12.0,63.0,14.0,B,F,South East,S & S East,Silver,3350.0,4.0,1,1
2640,6520774,11.0,44.0,52.0,F,M,Midlands,Wales & West,Silver,480.0,8.0,1,1
2641,6521886,5.0,74.0,6.0,B,F,Midlands,Wales & West,Silver,3000.0,8.0,0,0
2642,6523951,11.0,66.0,53.0,F,M,South East,S & S East,Silver,3000.0,18.0,0,0
2643,6524052,4.0,47.0,32.0,D,,Midlands,Wales & West,Tin,0.01,5.0,0,0
2644,6524400,9.0,75.0,1.0,A,F,North,N East,Silver,2000.0,2.0,0,0
2645,6526322,5.0,45.0,53.0,F,F,North,Yorkshire,Tin,0.01,5.0,0,0
2646,6528643,8.0,66.0,18.0,C,M,North,N East,Platinum,20691.49,3.0,0,0
2647,6529526,12.0,69.0,44.0,E,F,Midlands,Midlands,Silver,1000.0,7.0,0,0
2648,6530117,10.0,28.0,47.0,F,F,North,N West,Silver,3000.0,5.0,0,0
2649,6530400,8.0,72.0,8.0,B,F,Midlands,Midlands,Gold,6000.0,1.0,0,0
2650,6530656,8.0,54.0,53.0,F,F,North,Yorkshire,Tin,0.01,5.0,1,1
2651,6531407,5.0,45.0,38.0,E,U,South East,S & S East,Tin,0.01,25.0,0,0
2652,6531598,11.0,33.0,21.0,C,M,South East,S & S East,Tin,0.01,8.0,0,0
2653,6531954,12.0,56.0,49.0,F,F,South West,S West,Silver,1800.0,6.0,0,0
2654,6532543,6.0,53.0,45.0,E,M,Midlands,East,Silver,1200.0,5.0,0,0
2655,6534988,7.0,54.0,13.0,B,F,,,Tin,0.01,8.0,0,0
2656,6535372,11.0,48.0,51.0,F,F,South East,London,Silver,2600.0,7.0,0,0
2657,6538371,11.0,40.0,52.0,F,,South East,London,Tin,0.01,9.0,0,0
2658,6539300,17.0,30.0,54.0,F,F,Scottish,N Scot,Tin,0.01,5.0,1,3
2659,6539572,6.0,55.0,10.0,B,M,North,N West,Tin,0.01,4.0,0,0
2660,6539742,14.0,63.0,27.0,,F,North,N West,Tin,0.01,8.0,1,1
2661,6540317,7.0,40.0,25.0,C,F,Midlands,Midlands,Silver,4000.0,5.0,1,1
2662,6541208,12.0,40.0,16.0,C,F,Scottish,C Scotland,Silver,1200.0,1.0,1,1
2663,6541623,6.0,29.0,14.0,B,M,,,Gold,6000.0,2.0,0,0
2664,6542697,5.0,61.0,5.0,B,,Midlands,Wales & West,Gold,6053.35,5.0,0,0
2665,6542883,10.0,49.0,14.0,B,M,North,Yorkshire,Silver,200.0,7.0,0,0
2666,6543782,3.0,46.0,6.0,B,,South East,S & S East,Silver,4000.01,5.0,0,0
2667,6543995,14.0,32.0,38.0,E,M,North,Yorkshire,Tin,0.01,8.0,0,0
2668,6544398,5.0,66.0,12.0,B,F,South East,London,Gold,12000.0,2.0,1,1
2669,6545440,10.0,75.0,4.0,A,F,North,N West,Gold,9105.32,8.0,0,0
2670,6545610,7.0,58.0,34.0,D,M,Midlands,Wales & West,Silver,3000.0,18.0,0,0
2671,6548261,5.0,79.0,51.0,F,M,Midlands,Wales & West,Gold,6000.0,1.0,0,0
2672,6548660,6.0,41.0,19.0,C,F,Midlands,Midlands,Silver,2457.95,2.0,0,0
2673,6550193,11.0,35.0,27.0,D,U,South East,London,Silver,4000.0,4.0,0,0
2674,6550592,8.0,53.0,8.0,B,F,Midlands,Wales & West,Silver,1680.0,4.0,0,0
2675,6551092,5.0,49.0,23.0,C,M,South West,S West,Silver,0.02,5.0,0,0
2676,6551912,8.0,46.0,52.0,F,M,South East,London,Tin,0.01,7.0,0,0
2677,6552595,7.0,59.0,44.0,E,F,Midlands,Midlands,Silver,4951.5,15.0,0,0
2678,6553672,12.0,62.0,44.0,E,F,Midlands,East,Gold,6000.0,1.0,0,0
2679,6554539,6.0,74.0,27.0,D,M,North,N East,Platinum,24000.0,18.0,0,0
2680,6559514,8.0,38.0,53.0,F,F,South East,London,Silver,900.02,11.0,1,1
2681,6563333,7.0,35.0,24.0,C,M,Midlands,East,Silver,1500.0,4.0,1,1
2682,6564372,10.0,51.0,25.0,C,,Midlands,East,Silver,1800.0,5.0,0,0
2683,6564992,7.0,50.0,22.0,C,M,South East,S & S East,Tin,0.01,5.0,0,0
2684,6566138,7.0,40.0,27.0,,F,Midlands,Ulster,Tin,0.01,5.0,1,1
2685,6566472,10.0,40.0,35.0,D,M,Midlands,Midlands,Silver,600.0,1.0,0,0
2686,6566707,11.0,68.0,27.0,D,F,Midlands,Wales & West,Tin,0.01,9.0,1,1
2687,6567886,8.0,45.0,19.0,C,,North,Yorkshire,Tin,0.01,8.0,0,0
2688,6568130,7.0,52.0,14.0,B,F,South East,London,Gold,6053.34,4.0,0,0
2689,6569153,6.0,51.0,27.0,,U,South East,S & S East,Tin,0.01,5.0,0,0
2690,6571948,8.0,36.0,21.0,C,F,South East,London,Tin,0.01,5.0,1,1
2691,6573525,14.0,55.0,28.0,D,M,South East,S & S East,Silver,1412.97,12.0,1,2
2692,6576559,4.0,49.0,27.0,D,U,Midlands,Midlands,Silver,4000.0,5.0,0,0
2693,6584241,13.0,75.0,13.0,B,F,South East,S & S East,Tin,0.01,9.0,0,0
2694,6584675,7.0,65.0,51.0,F,U,North,N West,Silver,3000.0,5.0,0,0
2695,6589154,13.0,72.0,28.0,D,M,South East,S & S East,Silver,1000.0,1.0,0,0
2696,6591892,6.0,73.0,37.0,E,F,Midlands,Wales & West,Silver,5000.0,31.0,0,0
2697,6593348,20.0,34.0,27.0,D,F,Midlands,East,Tin,0.01,5.0,1,3
2698,6593496,8.0,34.0,32.0,D,,Scottish,C Scotland,Tin,0.01,4.0,0,0
2699,6593739,6.0,62.0,4.0,A,F,South East,London,Silver,1000.0,5.0,0,0
2700,6594204,11.0,63.0,20.0,C,F,South East,London,Silver,500.0,9.0,1,1
2701,6597165,8.0,28.0,14.0,B,M,Midlands,Midlands,Tin,0.01,8.0,0,0
2702,6598528,15.0,44.0,18.0,C,F,South East,London,Silver,500.0,9.0,0,0
2703,6602304,11.0,77.0,44.0,E,U,South East,London,Gold,6107.64,6.0,0,0
2704,6606350,5.0,57.0,24.0,C,F,North,Yorkshire,Gold,6000.0,1.0,0,0
2705,6607942,9.0,41.0,10.0,B,,South East,London,Silver,50.01,8.0,0,0
2706,6609104,8.0,53.0,52.0,F,U,Midlands,Wales & West,Tin,0.01,5.0,0,0
2707,6611389,9.0,62.0,32.0,D,M,South East,S & S East,Silver,1530.99,11.0,0,0
2708,6613020,8.0,77.0,51.0,F,M,South East,London,Silver,3000.0,6.0,0,0
2709,6621732,15.0,71.0,9.0,B,M,South East,London,Gold,6000.0,3.0,0,0
2710,6621740,16.0,41.0,18.0,C,M,Midlands,Midlands,Gold,15000.0,1.0,1,1
2711,6622860,8.0,31.0,27.0,,F,North,N West,Tin,0.01,5.0,1,1
2712,6625959,7.0,61.0,35.0,D,U,Midlands,Midlands,Silver,1000.0,9.0,0,0
2713,6627536,10.0,58.0,41.0,E,M,Midlands,Wales & West,Gold,15000.0,4.0,0,0
2714,6627773,7.0,36.0,27.0,,F,South East,London,Tin,0.01,10.0,0,0
2715,6634257,5.0,46.0,17.0,C,F,South East,London,Tin,0.01,4.0,0,0
2716,6635377,12.0,54.0,12.0,B,F,North,N West,Tin,0.01,4.0,1,1
2717,6638953,9.0,63.0,14.0,B,M,Midlands,Midlands,Gold,6000.0,11.0,0,0
2718,6639615,9.0,59.0,15.0,B,M,Midlands,Midlands,Gold,5000.01,5.0,0,0
2719,6639771,13.0,39.0,33.0,D,M,South East,S & S East,Silver,2000.0,3.0,1,1
2720,6640737,8.0,31.0,52.0,F,M,South East,London,Tin,0.01,7.0,0,0
2721,6641016,4.0,40.0,38.0,E,,South East,London,Tin,0.01,5.0,0,0
2722,6641113,8.0,62.0,51.0,F,F,South East,London,Silver,300.01,8.0,0,0
2723,6641415,11.0,50.0,45.0,E,M,Midlands,Wales & West,Gold,6053.34,4.0,0,0
2724,6641768,6.0,66.0,8.0,B,,North,N West,Gold,6000.0,1.0,0,0
2725,6642128,8.0,45.0,38.0,E,U,North,N East,Silver,1000.0,5.0,0,0
2726,6642934,4.0,40.0,34.0,D,F,North,N East,Silver,5000.0,10.0,0,0
2727,6643353,10.0,46.0,47.0,F,F,Midlands,East,Silver,0.02,5.0,0,0
2728,6643787,6.0,43.0,42.0,E,F,North,Yorkshire,Gold,12053.35,5.0,1,1
2729,6645704,13.0,30.0,47.0,F,F,Midlands,Midlands,Gold,6000.0,1.0,1,1
2730,6646549,7.0,54.0,38.0,E,M,South East,London,Tin,0.01,4.0,0,0
2731,6650074,7.0,50.0,41.0,E,M,North,Yorkshire,Tin,0.01,4.0,0,0
2732,6650376,3.0,54.0,17.0,C,F,North,N West,Gold,7500.0,2.0,0,0
2733,6652506,8.0,58.0,18.0,C,,South East,S & S East,Tin,0.01,5.0,0,0
2734,6652840,5.0,68.0,29.0,D,M,South East,London,Gold,6000.0,1.0,0,0
2735,6653863,6.0,67.0,12.0,B,,North,Yorkshire,Gold,6000.0,2.0,0,0
2736,6655211,9.0,70.0,5.0,B,U,Midlands,Midlands,Gold,12000.0,1.0,0,0
2737,6657869,8.0,54.0,52.0,F,F,Midlands,East,Silver,1930.0,3.0,1,1
2738,6658075,8.0,71.0,50.0,F,U,Midlands,East,Silver,3000.0,2.0,0,0
2739,6658199,8.0,59.0,19.0,C,M,Midlands,East,Silver,4124.54,15.0,0,0
2740,6658628,7.0,67.0,1.0,A,M,South East,London,Gold,10000.0,9.0,0,0
2741,6659535,8.0,45.0,17.0,C,F,Midlands,East,Silver,1600.0,6.0,0,0
2742,6661416,8.0,62.0,24.0,C,U,North,Yorkshire,Silver,1000.0,8.0,0,0
2743,6661637,11.0,63.0,27.0,,F,Midlands,Ulster,Gold,6000.0,1.0,1,1
2744,6663036,13.0,56.0,37.0,E,F,South East,London,Tin,0.01,5.0,0,0
2745,6663214,12.0,33.0,38.0,E,F,South East,London,Silver,1000.0,1.0,0,0
2746,6664997,6.0,44.0,27.0,D,F,South East,London,Silver,3436.71,5.0,0,0
2747,6665454,8.0,41.0,47.0,F,F,South West,S West,Tin,0.01,5.0,1,1
2748,6665977,13.0,31.0,45.0,E,M,North,N West,Silver,500.01,9.0,1,1
2749,6666191,10.0,54.0,20.0,C,,South East,London,Gold,11450.0,8.0,0,0
2750,6666264,10.0,47.0,50.0,F,F,Scottish,C Scotland,Tin,0.01,8.0,0,0
2751,6666353,8.0,62.0,32.0,D,F,North,Yorkshire,Silver,3000.0,7.0,0,0
2752,6666787,8.0,25.0,12.0,B,F,South East,London,Silver,4000.0,5.0,1,1
2753,6667252,7.0,60.0,1.0,A,M,North,N East,Gold,6000.0,13.0,0,0
2754,6670431,7.0,50.0,18.0,C,F,Midlands,Midlands,Gold,12106.7,7.0,0,0
2755,6670644,10.0,50.0,32.0,D,M,South West,S West,Silver,35.0,3.0,0,0
2756,6672140,7.0,56.0,10.0,B,M,Midlands,Midlands,Gold,9000.0,8.0,0,0
2757,6674526,13.0,51.0,2.0,A,F,Midlands,Midlands,Silver,4050.0,1.0,0,0
2758,6675530,11.0,60.0,27.0,D,F,North,Yorkshire,Tin,0.01,8.0,0,0
2759,6677509,11.0,74.0,19.0,C,F,Midlands,East,Gold,20000.0,1.0,0,0
2760,6678319,9.0,66.0,12.0,B,F,North,Yorkshire,Tin,0.01,5.0,1,1
2761,6678394,11.0,35.0,35.0,D,F,South East,London,Tin,0.01,8.0,1,1
2762,6678882,5.0,41.0,27.0,,F,North,N West,Silver,2680.0,4.0,0,0
2763,6679978,9.0,37.0,8.0,B,M,Midlands,Wales & West,Silver,600.0,4.0,0,0
2764,6680003,7.0,50.0,10.0,B,F,South East,London,Tin,0.01,8.0,0,0
2765,6680178,8.0,41.0,9.0,B,M,South East,London,Tin,0.01,9.0,1,1
2766,6680453,4.0,54.0,14.0,B,F,South East,London,Silver,3000.0,7.0,0,0
2767,6681255,8.0,44.0,38.0,E,F,South East,London,Tin,0.01,5.0,0,0
2768,6682057,11.0,63.0,19.0,C,F,,,Gold,6000.0,2.0,1,1
2769,6683088,8.0,49.0,29.0,D,,South East,London,Silver,5000.0,7.0,0,0
2770,6683290,13.0,48.0,8.0,B,F,,,Gold,6000.0,2.0,0,0
2771,6683789,13.0,23.0,51.0,F,F,Midlands,Wales & West,Silver,100.0,3.0,1,1
2772,6684386,15.0,51.0,8.0,B,F,North,Yorkshire,Gold,6000.0,1.0,0,0
2773,6686222,8.0,49.0,23.0,C,M,Midlands,East,Silver,5000.0,3.0,0,0
2774,6687601,9.0,43.0,16.0,C,,North,N East,Gold,12063.99,2.0,0,0
2775,6687792,9.0,51.0,52.0,F,F,North,Yorkshire,Silver,5000.0,2.0,1,2
2776,6690416,8.0,63.0,46.0,F,M,North,N West,Silver,4000.0,2.0,0,0
2777,6691617,9.0,48.0,52.0,F,F,North,Yorkshire,Silver,0.02,8.0,0,0
2778,6693180,6.0,71.0,35.0,D,F,Midlands,Midlands,Tin,0.01,5.0,1,1
2779,6693865,8.0,56.0,19.0,C,F,South East,London,Gold,6107.64,4.0,0,0
2780,6697054,6.0,66.0,15.0,B,,Midlands,Wales & West,Silver,339.78,3.0,0,0
2781,6698042,7.0,53.0,7.0,B,F,Midlands,Wales & West,Gold,15000.0,4.0,0,0
2782,6700756,5.0,77.0,4.0,A,F,South East,London,Silver,1000.0,14.0,0,0
2783,6702201,16.0,44.0,25.0,C,F,Midlands,Midlands,Silver,500.0,10.0,1,1
2784,6703887,9.0,57.0,52.0,F,M,North,N East,Silver,550.0,8.0,0,0
2785,6705715,11.0,37.0,31.0,D,,South East,London,Gold,6000.0,1.0,0,0
2786,6708374,4.0,54.0,8.0,B,F,Midlands,Wales & West,Tin,0.01,4.0,0,0
2787,6710662,5.0,46.0,36.0,E,,South East,London,Tin,0.01,8.0,0,0
2788,6713017,4.0,59.0,5.0,B,M,South East,S & S East,Gold,6000.0,1.0,0,0
2789,6714609,10.0,38.0,52.0,F,F,South East,London,Tin,0.01,8.0,0,0
2790,6714935,12.0,41.0,6.0,B,F,South East,S & S East,Tin,0.01,5.0,1,1
2791,6715397,5.0,54.0,37.0,E,M,South East,S & S East,Silver,3000.0,8.0,0,0
2792,6719066,11.0,32.0,35.0,D,F,South East,London,Tin,0.01,5.0,1,1
2793,6720978,13.0,33.0,28.0,D,F,South East,S & S East,Tin,0.01,5.0,1,1
2794,6721338,7.0,61.0,14.0,B,F,North,Yorkshire,Platinum,23000.0,21.0,0,0
2795,6726240,12.0,34.0,47.0,F,F,North,Yorkshire,Tin,0.01,5.0,1,1
2796,6726291,7.0,69.0,14.0,B,F,Midlands,Wales & West,Gold,6000.0,15.0,1,1
2797,6726364,12.0,62.0,18.0,C,F,South East,London,Silver,300.01,9.0,0,0
2798,6727972,5.0,60.0,19.0,C,F,South East,S & S East,Platinum,26170.0,18.0,0,0
2799,6729509,8.0,23.0,19.0,C,F,South East,London,Silver,2500.0,6.0,0,0
2800,6730248,8.0,54.0,4.0,A,M,South East,London,Silver,1579.44,18.0,0,0
